Word,Value,Char Count
signore,87,7
signs,68,5
sikes,63,5
silence,67,7
silenced,71,8
silences,86,8
silent,79,6
silicone,86,8
silk,51,4
silken,70,6
silks,70,5
silky,76,5
sill,52,4
silliest,105,8
silliness,118,9
silly,77,5
silva,63,5
silver,85,6
silverware,132,10
silvery,110,7
sim,41,3
similar,81,7
similarities,143,12
similarity,135,10
similarly,118,9
simmer,77,6
simony,95,6
simp,57,4
simple,74,6
simpler,92,7
simplest,113,8
simpleton,123,9
simpletons,142,10
simplicity,135,10
simplify,109,8
simplistic,129,10
simply,94,6
sims,60,4
simulate,100,8
simulated,104,9
simulates,119,9
simulation,133,10
simulations,152,11
simulator,128,9
simultaneously,206,14
sin,42,3
since,50,5
sincere,73,7
sincerely,110,9
sincerest,112,9
sincerity,122,9
sine,47,4
sinful,81,6
sing,49,4
singe,54,5
singed,58,6
singer,72,6
singers,91,7
singing,79,7
single,66,6
singles,85,7
singleton,115,9
singling,91,8
sings,68,5
sinister,113,8
sink,53,4
sinker,76,6
sinking,83,7
sinks,72,5
sinned,65,6
sinner,79,6
sinners,98,7
sins,61,4
sinus,82,5
sinuses,106,7
sip,44,3
siphoning,111,9
sipped,69,6
sipping,90,7
sir,46,3
sire,51,4
siree,56,5
siren,65,5
sirens,84,6
sirloin,96,7
sirree,74,6
sirs,65,4
sis,47,3
sissies,99,7
sissy,91,5
sister,90,6
sisterhood,132,10
sisters,109,7
sit,48,3
sitcom,79,6
sitcoms,98,7
site,53,4
sites,72,5
sits,67,4
sitter,91,6
sitters,110,7
sitting,98,7
situated,99,8
situation,128,9
situations,147,10
six,52,3
sixes,76,5
sixpence,95,8
sixteen,96,7
sixteenth,124,9
sixth,80,5
sixties,105,7
sixty,97,5
sizable,74,7
size,59,4
sizeable,79,8
sized,63,5
sizes,78,5
sizing,84,6
sizzle,97,6
sizzling,122,8
skag,38,4
skate,56,5
skateboard,96,10
skateboards,115,11
skated,60,6
skater,74,6
skaters,93,7
skates,75,6
skating,81,7
skedaddle,65,9
skeeters,102,8
skeletal,85,8
skeleton,101,8
skeletons,120,9
skeptic,83,7
skeptical,96,9
skepticism,124,10
sketch,66,6
sketches,90,8
sketching,96,9
sketchy,91,7
skewed,67,6
skewer,81,6
skewered,90,8
ski,39,3
skid,43,4
skidded,56,7
skids,62,5
skied,48,5
skier,62,5
skies,63,5
skiff,51,5
skiing,69,6
skill,63,5
skilled,72,7
skillet,88,7
skillful,102,8
skills,82,6
skim,52,4
skimmed,74,7
skimming,95,8
skimp,68,5
skimpy,93,6
skin,53,4
skinned,76,7
skinner,90,7
skinny,92,6
skins,72,5
skip,55,4
skipped,80,7
skipper,94,7
skipping,101,8
skirmish,106,8
skirmishes,130,10
skirt,77,5
skirts,96,6
skis,58,4
skit,59,4
skittish,115,8
skittles,115,8
skivvies,116,8
skulk,74,5
skull,75,5
skulls,94,6
skunk,76,5
sky,55,3
skylight,111,8
skyrocket,127,9
skyscraper,135,10
skyscrapers,154,11
slack,46,5
slacker,69,7
slackers,88,8
slacks,65,6
slam,45,4
slammed,67,7
slammer,81,7
slamming,88,8
slams,64,5
slander,73,7
slanderous,128,10
slang,53,5
slant,66,5
slanted,75,7
slap,48,4
slapped,73,7
slapping,94,8
slaps,67,5
slash,59,5
slashed,68,7
slasher,82,7
slashing,89,8
slate,57,5
slated,61,6
slater,75,6
slaughter,111,9
slaughtered,120,11
slaughterhouse,179,14
slaughtering,141,12
slave,59,5
slaved,63,6
slavery,102,7
slaves,78,6
slaw,55,4
slay,57,4
slayed,66,6
slayer,80,6
slayers,99,7
slaying,87,7
sleaze,68,6
sleazebag,78,9
sleazeball,95,10
sleazy,88,6
sled,40,4
sledding,74,8
sledge,52,6
sledgehammer,110,12
sleek,52,5
sleep,57,5
sleeper,80,7
sleepers,99,8
sleeping,87,8
sleepless,112,9
sleepover,117,9
sleepovers,136,10
sleeps,76,6
sleepwalk,104,9
sleepwalking,134,12
sleepy,82,6
sleepyhead,100,10
sleet,61,5
sleeve,68,6
sleeves,87,7
sleigh,60,6
sleight,80,7
slender,77,7
slept,72,5
sleuth,85,6
slew,59,4
slice,48,5
sliced,52,6
slicer,66,6
slices,67,6
slick,54,5
slicker,77,7
slid,44,4
slide,49,5
slider,67,6
slides,68,6
sliding,74,7
slight,75,6
slighted,84,8
slightest,119,9
slightly,112,8
slim,53,4
slime,58,5
slimmer,89,7
slimming,96,8
slimy,78,5
sling,61,5
slinging,91,8
slings,80,6
slingshot,123,9
slink,65,5
slinking,95,8
slinky,90,6
slip,56,4
slipped,81,7
slipper,95,7
slippers,114,8
slippery,120,8
slipping,102,8
slips,75,5
slit,60,4
slither,91,7
slithered,100,9
slithering,121,10
sliver,85,6
slob,48,4
slobbering,103,10
slogan,68,6
slogans,87,7
slop,62,4
slope,67,5
slopes,86,6
sloppy,103,6
sloshed,82,7
slot,66,4
slots,85,5
slouch,78,6
slough,82,6
slow,69,4
slowed,78,6
slower,92,6
slowest,113,7
slowing,99,7
slowly,106,6
sludge,68,6
slug,59,4
slugged,75,7
slugger,89,7
slugging,96,8
sluggish,102,8
slugs,78,5
slum,65,4
slumber,90,7
slumlord,114,8
slumming,108,8
slumped,90,7
slung,73,5
slur,70,4
slurp,86,5
slurping,116,8
slush,79,5
slut,72,4
sluts,91,5
slutty,117,6
sly,56,3
smack,47,5
smacked,56,7
smackers,89,8
smacks,66,6
small,57,5
smaller,80,7
smallest,101,8
smart,71,5
smartass,110,8
smarter,94,7
smartest,115,8
smarts,90,6
smarty,96,6
smash,60,5
smashed,69,7
smashes,84,7
smashing,90,8
smear,56,5
smeared,65,7
smearing,86,8
smears,75,6
smell,61,5
smelled,70,7
smelling,91,8
smells,80,6
smelly,86,6
smelt,69,5
smidgen,71,7
smile,58,5
smiled,62,6
smiles,77,6
smiley,83,6
smiling,83,7
smirk,70,5
smirking,100,8
smite,66,5
smith,69,5
smithereens,135,11
smithers,111,8
smitten,100,7
smock,61,5
smog,54,4
smoke,63,5
smoked,67,6
smoker,81,6
smokers,100,7
smokes,82,6
smokey,88,6
smoking,88,7
smoky,83,5
smoldering,116,10
smooch,73,6
smooching,103,9
smoochy,98,7
smooth,90,6
smoother,113,8
smoothest,134,9
smoothie,104,8
smoothly,127,8
smorgasbord,131,11
smother,98,7
smothered,107,9
smothering,128,10
smudge,69,6
smudged,73,7
smug,60,4
smuggle,84,7
smuggled,88,8
smuggler,102,8
smugglers,121,9
smuggling,109,9
smugness,117,8
snack,48,5
snacking,78,8
snacks,67,6
snag,41,4
snagged,57,7
snagging,78,8
snags,60,5
snails,74,6
snake,50,5
snakebite,86,9
snakes,69,6
snakeskin,103,9
snap,50,4
snapped,75,7
snapper,89,7
snapping,96,8
snappy,91,6
snaps,69,5
snapshot,112,8
snapshots,131,9
snarky,88,6
snarl,64,5
snarling,94,8
snatch,65,6
snatched,74,8
snatcher,88,8
snatchers,107,9
snatches,89,8
snatching,95,9
snazzy,111,6
sneak,50,5
sneaked,59,7
sneaker,73,7
sneakers,92,8
sneaking,80,8
sneaks,69,6
sneaky,75,6
sneer,61,5
sneeze,74,6
sneezed,78,7
sneezing,99,8
snicker,79,7
snickering,109,10
snickers,98,8
snide,51,5
sniff,54,5
sniffed,63,7
sniffing,84,8
sniffles,90,8
sniffling,96,9
snifter,91,7
snip,58,4
snipe,63,5
sniper,81,6
snipers,100,7
sniping,88,7
snit,62,4
snitch,73,6
snitches,97,8
snivelling,123,10
snob,50,4
snobby,77,6
snook,74,5
snoop,79,5
snooping,109,8
snoopy,104,6
snooty,108,6
snooze,94,6
snore,71,5
snores,90,6
snoring,96,7
snorkel,94,7
snorkeling,124,10
snort,86,5
snorted,95,7
snorting,116,8
snot,68,4
snotty,113,6
snout,89,5
snow,71,4
snowball,98,8
snowballed,107,10
snowballing,128,11
snowballs,117,9
snowbank,99,8
snowboard,111,9
snowed,80,6
snowflake,106,9
snowflakes,125,10
snowing,101,7
snowman,99,7
snowmen,103,7
snowmobile,127,10
snowmobiles,146,11
snowstorm,156,9
snowy,96,5
snub,56,4
snubbed,67,7
snuck,68,5
snuff,66,5
snug,61,4
snuggle,85,7
snuggled,89,8
snuggles,104,8
snuggling,110,9
so,34,2
soak,46,4
soaked,55,6
soaking,76,7
soap,51,4
soapbox,92,7
soaps,70,5
soapy,76,5
soar,53,4
soared,62,6
soaring,83,7
soars,72,5
sob,36,3
sobbing,68,7
sober,59,5
sobered,68,7
sobering,89,8
soberly,96,7
sobriety,113,8
sobs,55,4
soccer,63,6
sociable,66,8
social,59,6
socialism,100,9
socialite,93,9
socialize,99,9
socialized,103,10
socializing,124,11
socially,96,8
society,96,7
sociology,120,9
sociopath,106,9
sociopathic,118,11
sock,48,4
socked,57,6
socket,73,6
sockets,92,7
socks,67,5
sod,38,3
soda,39,4
sodas,58,5
sodding,72,7
sodium,81,6
sodomy,91,6
sofa,41,4
sofas,60,5
soft,60,4
softball,87,8
soften,79,6
softener,102,8
softening,109,9
softer,83,6
softest,104,7
softly,97,6
softness,117,8
software,107,8
softy,85,5
soggy,73,5
soil,55,4
soiled,64,6
soiree,71,6
sol,46,3
solace,55,6
solar,65,5
solarium,108,8
sold,50,4
soldier,82,7
soldiers,101,8
sole,51,4
solely,88,6
solemn,78,6
solenoid,93,8
soles,70,5
solicit,87,7
solicitation,146,12
solicited,96,9
soliciting,117,10
solicitor,120,9
solid,59,5
solidify,99,8
solitaire,108,9
solitary,119,8
solitude,105,8
solo,61,4
solution,125,8
solutions,144,9
solve,73,5
solved,77,6
solvent,107,7
solves,92,6
solving,98,7
somber,72,6
some,52,4
somebody,98,8
someday,82,7
somehow,98,7
someone,86,7
someplace,89,9
somerset,114,8
something,110,9
sometime,99,8
sometimes,118,9
someway,101,7
somewhat,104,8
somewhere,111,9
somewheres,130,10
son,48,3
sonar,67,5
sonata,70,6
song,55,4
songs,74,5
songwriter,148,10
sonics,79,6
sonnet,87,6
sonnets,106,7
sonny,87,5
sonogram,102,8
sons,67,4
sook,60,4
soon,63,4
sooner,86,6
soonest,107,7
soot,69,4
soothe,82,6
soothes,101,7
soothing,107,8
soothsayer,145,10
sop,50,3
sophisticated,148,13
sophistication,177,14
sophomore,124,9
soprano,98,7
sopranos,117,8
sorbet,79,6
sorcerers,120,9
sorcery,103,7
sordid,69,6
sore,57,4
sorel,69,5
sores,76,5
sororities,147,10
sorority,139,8
sorrel,87,6
sorrow,108,6
sorrows,127,7
sorry,95,5
sort,72,4
sorted,81,6
sorting,102,7
sorts,91,5
sos,53,3
sot,54,3
souffle,84,7
sought,90,6
soul,67,4
soulful,106,7
soulless,122,8
souls,86,5
sound,73,5
sounded,82,7
sounding,103,8
soundly,110,7
soundproof,143,10
sounds,92,6
soundstage,125,10
soup,71,4
soups,90,5
soupy,96,5
sour,73,4
source,81,6
sources,100,7
sourpuss,148,8
sous,74,4
souse,79,5
south,83,5
southbound,139,10
southeast,128,9
southern,120,8
southwest,150,9
souvenir,123,8
souvenirs,142,9
souvlaki,110,8
sovereign,114,9
sovereignty,159,11
soviet,90,6
soviets,109,7
sow,57,3
sowing,87,6
sown,71,4
sox,58,3
soy,59,3
soybean,81,7
spa,36,3
space,44,5
spacecraft,92,10
spaced,48,6
spaces,63,6
spaceship,96,9
spacey,69,6
spacing,69,7
spackle,67,7
spade,45,5
spades,64,6
spaghetti,105,9
span,50,4
spandex,83,7
spaniel,76,7
spank,61,5
spanked,70,7
spanking,91,8
spans,69,5
spar,54,4
spare,59,5
spared,63,6
spareribs,107,9
sparing,84,7
spark,65,5
sparked,74,7
sparkle,82,7
sparklers,119,9
sparkles,101,8
sparkling,107,9
sparkly,102,7
sparks,84,6
sparky,90,6
sparring,102,8
sparrow,110,7
spartan,89,7
spas,55,4
spasm,68,5
spasms,87,6
spastic,87,7
spat,56,4
spate,61,5
spatial,78,7
spatula,90,7
spawn,73,5
spawned,82,7
spaz,62,4
speak,52,5
speakeasy,102,9
speaker,75,7
speakerphone,133,12
speakers,94,8
speaking,82,8
speaks,71,6
spear,59,5
spears,78,6
special,65,7
specialise,98,10
specialist,113,10
specialists,132,11
specialize,105,10
specialized,109,11
specializes,124,11
specializing,130,12
specially,102,9
specials,84,8
specialties,118,11
specialty,110,9
species,76,7
specific,70,8
specifically,120,12
specifications,148,14
specifics,89,9
specified,76,9
specify,83,7
specimen,84,8
specimens,103,9
speck,54,5
specs,62,5
spectacle,84,9
spectacles,103,10
spectacular,119,11
spectacularly,156,13
spectator,117,9
spectators,136,10
specter,86,7
spectra,82,7
spectral,94,8
spectre,86,7
spectrum,115,8
speculate,102,9
speculating,127,11
speculation,135,11
speculations,154,12
speculative,133,11
speech,56,6
speeches,80,8
speechless,111,10
speed,49,5
speedboat,87,9
speedily,95,8
speeding,79,8
speedo,64,6
speedometer,125,11
speedos,83,7
speeds,68,6
speedway,98,8
speedy,74,6
spell,64,5
spelled,73,7
speller,87,7
spelling,94,8
spells,83,6
spelt,72,5
spence,62,6
spencer,80,7
spencers,99,8
spend,58,5
spender,81,7
spending,88,8
spends,77,6
spent,74,5
sperm,71,5
spew,63,4
spewing,93,7
sphere,71,6
sphinx,90,6
spic,47,4
spice,52,5
spices,71,6
spicy,72,5
spider,71,6
spiders,90,7
spied,53,5
spiel,61,5
spies,68,5
spike,60,5
spiked,64,6
spikes,79,6
spikey,85,6
spiking,85,7
spiky,80,5
spill,68,5
spilled,77,7
spilling,98,8
spills,87,6
spin,58,4
spinach,70,7
spinal,71,6
spindly,99,7
spine,63,5
spineless,118,9
spinner,95,7
spinning,102,8
spins,77,5
spinster,120,8
spiny,83,5
spiral,75,6
spiraling,105,9
spirals,94,7
spirit,91,6
spirited,100,8
spirits,110,7
spiritual,125,9
spirituality,179,12
spit,64,4
spite,69,5
spiteful,108,8
spitfire,102,8
spits,83,5
spitting,114,8
spitz,90,5
splash,75,6
splashing,105,9
splashy,100,7
splat,68,5
splatter,111,8
spleen,71,6
splendid,83,8
splendidly,120,10
splendor,103,8
spliced,68,7
splicing,89,8
splint,90,6
splinter,113,8
splinters,132,9
split,76,5
splits,95,6
splitting,126,9
splurge,98,7
spoil,71,5
spoiled,80,7
spoiler,94,7
spoiling,101,8
spoils,90,6
spoilsport,159,10
spoke,66,5
spoken,80,6
spokes,85,6
spokesman,113,9
spokesperson,172,12
sponge,76,6
sponges,95,7
sponsor,116,7
sponsored,125,9
sponsoring,146,10
sponsors,135,8
sponsorship,168,11
spontaneity,158,11
spontaneous,159,11
spontaneously,196,13
spook,76,5
spooked,85,7
spooking,106,8
spooks,95,6
spooky,101,6
spool,77,5
spoon,79,5
spoonful,118,8
spooning,109,8
spoons,98,6
spores,92,6
sport,88,5
sporting,118,8
sports,107,6
sportsmanship,187,13
sportswear,154,10
sporty,113,6
spot,70,4
spotless,125,8
spotlight,126,9
spotlights,145,10
spots,89,5
spotted,99,7
spotter,113,7
spotters,132,8
spotting,120,8
spotty,115,6
spouse,95,6
spouting,121,8
sprain,77,6
sprained,86,8
sprang,75,6
sprawled,98,8
spray,79,5
sprayed,88,7
spraying,109,8
sprays,98,6
spread,63,6
spreading,93,9
spreads,82,7
spreadsheet,120,11
spreadsheets,139,12
spree,63,5
sprightly,134,9
spring,83,6
springer,106,8
springing,113,9
springs,102,7
springtime,130,10
sprinkle,104,8
sprinkled,108,9
sprinkler,122,9
sprinklers,141,10
sprinkles,123,9
sprint,96,6
sprints,115,7
sprite,87,6
spritzer,131,8
sprouted,118,8
sprouting,139,9
sprouts,128,7
spruce,82,6
sprung,95,6
spry,78,4
spud,60,4
spun,70,4
spunk,81,5
spunky,106,6
spur,74,4
spurred,101,7
spurs,93,5
spurt,94,5
sputnik,110,7
spy,60,3
spying,90,6
squabble,79,8
squad,62,5
squadron,109,8
squads,81,6
squall,82,6
squalor,103,7
squander,99,8
squandered,108,10
square,81,6
squared,85,7
squarely,118,8
squares,100,7
squaring,106,8
squash,85,6
squashed,94,8
squashing,115,9
squat,78,5
squatter,121,8
squatters,140,9
squatting,128,9
squaw,81,5
squawk,92,6
squawking,122,9
squeak,74,6
squeaking,104,9
squeaks,93,7
squeaky,99,7
squeal,75,6
squealed,84,8
squeegee,84,8
squeeze,98,7
squeezed,102,8
squeezes,117,8
squeezing,123,9
squid,70,5
squiggle,97,8
squiggly,117,8
squinting,130,9
squire,89,6
squirm,97,6
squirrel,119,8
squirrels,138,9
squirt,104,6
squirts,123,7
squish,93,6
squished,102,8
squishing,123,9
sri,46,3
stab,42,4
stabbed,53,7
stabbing,74,8
stability,117,9
stabilize,103,9
stabilized,107,10
stabilizing,128,11
stable,59,6
stables,78,7
stack,54,5
stacked,63,7
stacks,73,6
stadium,87,7
staff,52,5
staffed,61,7
staffer,75,7
staffers,94,8
stag,47,4
stage,52,5
staged,56,6
stages,71,6
stagger,77,7
staggered,86,9
staggering,107,10
staggeringly,144,12
staging,77,7
stagnant,96,8
stain,63,5
stained,72,7
stainless,118,9
stains,82,6
stair,67,5
staircase,95,9
stairs,86,6
stairway,116,8
stairwell,119,9
stake,56,5
staked,60,6
stakeout,112,8
stakeouts,131,9
stakes,75,6
staking,81,7
stale,57,5
stalemate,96,9
stalk,63,5
stalked,72,7
stalker,86,7
stalkers,105,8
stalking,93,8
stalks,82,6
stall,64,5
stalled,73,7
stalling,94,8
stallion,102,8
stamina,77,7
stammering,119,10
stamp,69,5
stamped,78,7
stampede,83,8
stamper,92,7
stamps,88,6
stance,62,6
stand,58,5
standard,81,8
standardized,125,12
standards,100,9
standby,85,7
standing,88,8
standish,94,8
standoff,85,8
standpoint,132,10
stands,77,6
standstill,130,10
standup,95,7
stang,61,5
stanza,81,6
staple,73,6
stapled,77,7
stapler,91,7
star,58,4
starboard,98,9
stardom,90,7
stardust,122,8
stare,63,5
stared,67,6
stares,82,6
staring,88,7
stark,69,5
starlet,95,7
starlets,114,8
starling,100,8
starred,85,7
starring,106,8
starry,101,6
stars,77,5
starship,110,8
start,78,5
started,87,7
starter,101,7
starters,120,8
starting,108,8
startle,95,7
startled,99,8
startling,120,9
starts,97,6
startup,115,7
starvation,139,10
starve,85,6
starved,89,7
starving,110,8
stash,67,5
stashed,76,7
stasis,87,6
stat,60,4
state,65,5
stated,69,6
statehood,107,9
stately,102,7
statement,117,9
statements,136,10
stateroom,126,9
states,84,6
stateside,102,9
statesmen,116,9
statewide,106,9
static,72,6
stating,90,7
station,98,7
stationary,142,10
stationed,107,9
stationery,146,10
stations,117,8
statistic,120,9
statistical,133,11
statistically,170,13
statistics,139,10
stats,79,5
statuary,125,8
statue,86,6
statues,105,7
stature,104,7
status,100,6
statute,106,7
statutes,125,8
staunch,86,7
stave,67,5
stay,65,4
stayed,74,6
staying,95,7
stays,84,5
stead,49,5
steadfast,95,9
steadily,95,8
steady,74,6
steak,56,5
steaks,75,6
steal,57,5
stealer,80,7
stealing,87,8
steals,76,6
stealth,85,7
stealthy,110,8
steam,58,5
steamed,67,7
steamer,81,7
steaming,88,8
steamroll,115,9
steamroller,138,11
steamy,83,6
steed,53,5
steel,61,5
steely,86,6
steep,65,5
steer,67,5
steerage,80,8
steered,76,7
steering,97,8
stein,67,5
stella,69,6
stellar,87,7
stem,57,4
stemmed,79,7
stems,76,5
stench,69,6
steno,73,5
stenographer,146,12
step,60,4
stepfather,118,10
stepmother,139,10
steppe,81,6
stepped,85,7
stepping,106,8
steps,79,5
stepson,108,7
stereo,82,6
stereotype,148,10
stereotypes,167,11
sterile,88,7
sterilize,123,9
sterilized,127,10
sterling,104,8
stern,76,5
sterner,99,7
steroid,90,7
steroids,109,8
stethoscope,145,11
stew,67,4
stewardess,133,10
stewardesses,157,12
stewards,109,8
stewed,76,6
stick,62,5
sticker,85,7
stickers,104,8
sticking,92,8
stickler,97,8
sticks,81,6
stickup,99,7
sticky,87,6
stiff,60,5
stiffer,83,7
stifle,71,6
stifler,89,7
stifling,96,8
stigma,69,6
stigmata,90,8
stiles,84,6
stiletto,120,8
stilettos,139,9
still,72,5
stillness,129,9
stills,91,6
stilts,99,6
stimulated,124,10
stimulating,145,11
stimulation,153,11
stimuli,103,7
stimulus,134,8
sting,69,5
stinger,92,7
stinging,99,8
stingray,113,8
stings,88,6
stingy,94,6
stink,73,5
stinking,103,8
stinks,92,6
stinky,98,6
stint,82,5
stipulate,123,9
stipulated,127,10
stipulates,142,10
stipulation,156,11
stir,66,4
stirred,93,7
stirring,114,8
stirs,85,5
stitch,79,6
stitched,88,8
stitches,103,8
stitching,109,9
stock,68,5
stockbroker,137,11
stockbrokers,156,12
stocked,77,7
stockholder,130,11
stockholders,149,12
stocking,98,8
stockings,117,9
stockpile,110,9
stocks,87,6
stocky,93,6
stodgy,90,6
stoic,66,5
stoke,70,5
stoked,74,6
stokes,89,6
stole,71,5
stolen,85,6
stomach,79,7
stomachache,96,11
stomachs,98,8
stomp,83,5
stomped,92,7
stomper,106,7
stomping,113,8
stone,73,5
stoned,77,6
stoner,91,6
stones,92,6
stonewalled,130,11
stoney,98,6
stony,93,5
stood,73,5
stooge,81,6
stool,81,5
stoolie,95,7
stools,100,6
stoop,85,5
stooped,94,7
stooping,115,8
stop,70,4
stopped,95,7
stopping,116,8
stops,89,5
stopwatch,125,9
storage,85,7
store,77,5
stored,81,6
storeroom,138,9
stores,96,6
stories,105,7
storing,102,7
stork,83,5
storm,85,5
stormed,94,7
storming,115,8
storms,104,6
stormy,110,6
story,97,5
storybook,140,9
stove,81,5
stow,77,4
stowaway,127,8
stowaways,146,9
stowed,86,6
straddle,83,8
straddling,108,10
straight,102,8
straightaway,152,12
straighten,121,10
straightened,130,12
straightening,151,13
straightforward,187,15
straights,121,9
strain,81,6
strained,90,8
straining,111,9
strains,100,7
strait,87,6
straitjacket,137,12
straits,106,7
strand,76,6
stranded,85,8
strange,84,7
strangely,121,9
strangeness,141,11
stranger,102,8
strangers,121,9
strangest,123,9
strangle,96,8
strangled,100,9
stranglehold,135,12
strangler,114,9
strangling,121,10
strangulation,171,13
strap,74,5
strapless,129,9
strapped,99,8
strapping,120,9
straps,93,6
strategic,102,9
strategically,152,13
strategies,123,10
strategist,138,10
strategize,130,10
strategizing,155,12
strategy,115,8
straw,81,5
strawberries,157,12
strawberry,149,10
straws,100,6
stray,83,5
streak,74,6
streaks,93,7
stream,76,6
streaming,106,9
streamlined,120,11
streams,95,7
street,87,6
streetcar,109,9
streetlights,162,12
streets,106,7
streetwalker,157,12
strength,111,8
strengthen,130,10
strengths,130,9
strenuous,152,9
strenuously,189,11
strep,78,5
stress,100,6
stressed,109,8
stresses,124,8
stressful,139,9
stressing,130,9
stretch,93,7
stretched,102,9
stretcher,116,9
stretches,117,9
stretching,123,10
strewn,99,6
stricken,99,8
strict,89,6
strictly,126,8
stride,75,6
strides,94,7
strife,77,6
strike,82,6
strikes,101,7
striking,107,8
strikingly,144,10
string,87,6
stringing,117,9
strings,106,7
strip,82,5
stripe,87,6
striped,91,7
stripes,106,7
striping,112,8
stripped,107,8
stripper,121,8
strippers,140,9
stripping,128,9
strips,101,6
striptease,132,10
strive,93,6
striving,118,8
strobe,79,6
stroke,88,6
strokes,107,7
stroll,96,6
stroller,119,8
strolling,126,9
strolls,115,7
strong,93,6
strongbox,134,9
stronger,116,8
strongest,137,9
stronghold,132,10
strongly,130,8
struck,92,6
structural,153,10
structure,145,9
structured,149,10
struggle,109,8
struggled,113,9
struggles,128,9
struggling,134,10
strummer,127,8
strumpet,132,8
strung,99,6
strut,98,5
struts,117,6
strutting,148,9
strychnine,135,10
stub,62,4
stubbed,73,7
stubble,81,7
stubborn,111,8
stubs,81,5
stuck,74,5
stud,64,4
studded,77,7
student,103,7
students,122,8
studied,82,7
studies,97,7
studio,88,6
studios,107,7
studious,128,8
studly,101,6
studs,83,5
study,89,5
studying,119,8
stuff,72,5
stuffed,81,7
stuffing,102,8
stuffs,91,6
stuffy,97,6
stumble,92,7
stumbled,96,8
stumbles,111,8
stumbling,117,9
stump,89,5
stumped,98,7
stumper,112,7
stumps,108,6
stun,74,4
stung,81,5
stunk,85,5
stunned,97,7
stunning,118,8
stunningly,155,10
stunt,94,5
stunted,103,7
stuntman,122,8
stunts,113,6
stupendous,154,10
stupid,89,6
stupider,112,8
stupidest,133,9
stupidity,143,9
stupidly,126,8
stupor,109,6
sturdy,107,6
sturgeon,119,8
stutter,123,7
stuttering,153,10
sty,64,3
style,81,5
styled,85,6
styles,100,6
stylings,125,8
stylish,112,7
stylist,124,7
stymied,95,7
suave,68,5
sub,42,3
subatomic,103,9
subbasement,121,11
subbing,74,7
subcommittee,145,12
subconscious,160,12
subconsciously,197,14
subdued,76,7
subdural,98,8
subject,80,7
subjected,89,9
subjecting,110,10
subjective,116,10
subjects,99,8
subjugation,139,11
sublet,79,6
subletting,129,10
sublevel,98,8
sublimating,127,11
sublime,81,7
submarine,102,9
submarines,121,10
submersible,125,11
submissive,138,10
submit,84,6
submitted,113,9
submitting,134,10
subordinate,128,11
subpoena,93,8
subpoenaed,102,10
subpoenas,112,9
subscription,165,12
subscriptions,184,13
subsequently,180,12
subservient,154,11
subsided,83,8
subsidiary,127,10
subsidies,107,9
subsidize,114,9
subsidy,99,7
substance,104,9
substances,123,10
substantial,138,11
substantially,175,13
substantiate,151,12
substantive,152,11
substation,140,10
substitute,156,10
substituting,181,12
subterfuge,124,10
subterranean,138,12
subtext,111,7
subtitle,108,8
subtitled,112,9
subtitles,127,9
subtle,79,6
subtlety,124,8
subtly,99,6
suburb,83,6
suburban,98,8
suburbia,93,8
suburbs,102,7
subversive,142,10
subvert,107,7
subway,91,6
subways,110,7
subzero,106,7
succeed,60,7
succeeded,69,9
succeeds,79,8
success,89,7
successes,113,9
successful,128,10
successfully,165,12
succession,127,10
succinct,92,8
succotash,109,9
succubus,109,8
succulent,118,9
succumb,82,7
succumbed,91,9
such,51,4
suck,54,4
sucked,63,6
sucker,77,6
suckered,86,8
suckers,96,7
sucking,84,7
sucks,73,5
suction,101,7
sudden,67,6
suddenly,104,8
suds,63,4
sue,45,3
sued,49,4
suede,54,5
sues,64,4
suffer,75,6
suffered,84,8
suffering,105,9
suffers,94,7
suffice,69,7
sufficient,112,10
sufficiently,149,12
suffocate,96,9
suffocated,100,10
suffocating,121,11
suffocation,129,11
sugar,66,5
sugarcoat,105,9
sugarplum,128,9
sugars,85,6
sugary,91,6
suggest,98,7
suggested,107,9
suggesting,128,10
suggestion,136,10
suggestions,155,11
suggestive,134,10
suggests,117,8
suicidal,78,8
suicide,70,7
suicides,89,8
suing,70,5
suit,69,4
suitable,89,8
suitcase,97,8
suitcases,116,9
suite,74,5
suited,78,6
suites,93,6
suitor,102,6
suitors,121,7
suits,88,5
sulfur,97,6
sulk,63,4
sulking,93,7
sullen,83,6
sultan,87,6
sultry,115,6
sum,53,3
summarily,131,9
summarize,125,9
summary,110,7
summation,125,9
summed,75,6
summer,89,6
summers,108,7
summertime,136,10
summit,95,6
summon,95,6
summoned,104,8
summoning,125,9
summons,114,7
sumo,68,4
sump,69,4
sumptuous,165,9
sums,72,4
sun,54,3
sunbathing,115,10
sunblock,97,8
sunburn,109,7
sundae,64,6
sundaes,83,7
sundown,110,7
sundress,119,8
sunflower,133,9
sunflowers,152,10
sung,61,4
sunglasses,136,10
sunk,65,4
sunken,84,6
sunless,109,7
sunlight,110,8
sunning,98,7
sunny,93,5
sunrise,105,7
sunroom,115,7
sunscreen,118,9
sunset,98,6
sunsets,117,7
sunshine,109,8
sunspots,143,8
sunstroke,142,9
suntan,89,6
sup,56,3
super,79,5
superb,81,6
supercollider,157,13
superego,106,8
superficial,119,11
superfluous,173,11
superhero,125,9
superheroes,149,11
superintendent,184,14
superior,121,8
superiors,140,9
superman,107,8
supermarket,147,11
supermarkets,166,12
supermodel,128,10
supernatural,166,12
supernova,131,9
