Word,Value,Char Count
talkings,93,8
talks,63,5
talky,69,5
tall,45,4
tallage,58,7
tallaged,62,8
tallages,77,8
tallaging,83,9
tallaisim,96,9
tallboy,87,7
tallboys,106,8
taller,68,6
tallest,89,7
tallied,63,7
tallier,77,7
talliers,96,8
tallies,78,7
tallis,73,6
tallish,81,7
tallisim,95,8
tallit,74,6
tallith,82,7
tallithes,106,9
tallithim,104,9
tallitim,96,8
tallitoth,117,9
tallness,102,8
tallnesses,126,10
tallol,72,6
tallols,91,7
tallow,83,6
tallowed,92,8
tallowing,113,9
tallows,102,7
tallowy,108,7
tally,70,5
tallyho,93,7
tallyhoed,102,9
tallyhoing,123,10
tallyhos,112,8
tallying,100,8
tallyman,98,8
tallymen,102,8
talmudic,83,8
talmudism,112,9
talmudisms,131,10
talon,62,5
taloned,71,7
talons,81,6
talooka,75,7
talookas,94,8
taluk,65,5
taluka,66,6
talukas,85,7
taluks,84,6
talus,73,5
taluses,97,7
tam,34,3
tamable,54,7
tamal,47,5
tamale,52,6
tamales,71,7
tamals,66,6
tamandu,74,7
tamandua,75,8
tamanduas,94,9
tamandus,93,8
tamarack,68,8
tamaracks,87,9
tamarao,69,7
tamaraos,88,8
tamarau,75,7
tamaraus,94,8
tamari,62,6
tamarillo,101,9
tamarillos,120,10
tamarin,76,7
tamarind,80,8
tamarinds,99,9
tamarins,95,8
tamaris,81,7
tamarisk,92,8
tamarisks,111,9
tamasha,63,7
tamashas,82,8
tambac,40,6
tambacs,59,7
tambak,48,6
tambaks,67,7
tambala,50,7
tambalas,69,8
tambour,90,7
tamboura,91,8
tambouras,110,9
tamboured,99,9
tambourer,113,9
tambourers,132,10
tambourine,118,10
tambourines,137,11
tambouring,120,10
tambours,109,8
tambur,75,6
tambura,76,7
tamburas,95,8
tamburs,94,7
tame,39,4
tameable,59,8
tamed,43,5
tamein,62,6
tameins,81,7
tameless,94,8
tamely,76,6
tameness,96,8
tamenesses,120,10
tamer,57,5
tamers,76,6
tames,58,5
tamest,78,6
taming,64,6
tamis,62,5
tamises,86,7
tammie,61,6
tammies,80,7
tammy,72,5
tamoxifen,107,9
tamoxifens,126,10
tamp,50,4
tampala,64,7
tampalas,83,8
tampan,65,6
tampans,84,7
tamped,59,6
tamper,73,6
tampered,82,8
tamperer,96,8
tamperers,115,9
tampering,103,9
tamperproof,143,11
tampers,92,7
tamping,80,7
tampion,88,7
tampions,107,8
tampon,79,6
tamponed,88,8
tamponing,109,9
tampons,98,7
tamps,69,5
tams,53,4
tan,35,3
tanager,66,7
tanagers,85,8
tanbark,67,7
tanbarks,86,8
tandem,57,6
tandems,76,7
tandoor,87,7
tandoori,96,8
tang,42,4
tanged,51,6
tangelo,74,7
tangelos,93,8
tangence,69,8
tangences,88,9
tangencies,97,10
tangency,89,8
tangent,81,7
tangential,103,10
tangentially,140,12
tangents,100,8
tangerine,93,9
tangerines,112,10
tangibilities,136,13
tangibility,128,11
tangible,70,8
tangibleness,127,12
tangiblenesses,151,14
tangibles,89,9
tangibly,90,8
tangier,74,7
tangiest,95,8
tanging,72,7
tangle,59,6
tangled,63,7
tanglement,111,10
tanglements,130,11
tangler,77,7
tanglers,96,8
tangles,78,7
tanglier,86,8
tangliest,107,9
tangling,84,8
tangly,79,6
tango,57,5
tangoed,66,7
tangoing,87,8
tangos,76,6
tangram,74,7
tangrams,93,8
tangs,61,5
tangy,67,5
tanist,83,6
tanistries,134,10
tanistry,126,8
tanists,102,7
tank,46,4
tanka,47,5
tankage,59,7
tankages,78,8
tankard,69,7
tankards,88,8
tankas,66,6
tanked,55,6
tanker,69,6
tankers,88,7
tankful,85,7
tankfuls,104,8
tanking,76,7
tanklike,83,8
tanks,65,5
tankship,98,8
tankships,117,9
tannable,69,8
tannage,62,7
tannages,81,8
tannate,75,7
tannates,94,8
tanned,58,6
tanner,72,6
tanneries,105,9
tanners,91,7
tannery,97,7
tannest,93,7
tannic,61,6
tannin,72,6
tanning,79,7
tannings,98,8
tannins,91,7
tannish,85,7
tanrec,61,6
tanrecs,80,7
tans,54,4
tansies,87,7
tansy,79,5
tantalate,94,9
tantalates,113,10
tantalic,80,8
tantalise,101,9
tantalised,105,10
tantalises,120,10
tantalising,126,11
tantalite,102,9
tantalites,121,10
tantalize,108,9
tantalized,112,10
tantalizer,126,10
tantalizers,145,11
tantalizes,127,10
tantalizing,133,11
tantalizingly,170,13
tantalum,102,8
tantalums,121,9
tantalus,108,8
tantaluses,132,10
tantamount,139,10
tantara,75,7
tantaras,94,8
tantivies,119,9
tantivy,111,7
tanto,70,5
tantra,74,6
tantras,93,7
tantric,85,7
tantrum,107,7
tantrums,126,8
tanuki,76,6
tanukis,95,7
tanyard,83,7
tanyards,102,8
tanzanite,110,9
tanzanites,129,10
tao,36,3
taos,55,4
tap,37,3
tapa,38,4
tapadera,66,8
tapaderas,85,9
tapadero,80,8
tapaderos,99,9
tapalo,65,6
tapalos,84,7
tapas,57,5
tape,42,4
taped,46,5
tapeless,97,8
tapelike,79,8
tapeline,82,8
tapelines,101,9
taper,60,5
tapered,69,7
taperer,83,7
taperers,102,8
tapering,90,8
tapers,79,6
taperstick,122,10
tapersticks,141,11
tapes,61,5
tapestried,117,10
tapestries,132,10
tapestry,124,8
tapestrying,154,11
tapeta,63,6
tapetal,75,7
tapetum,96,7
tapeworm,111,8
tapeworms,130,9
taphole,77,7
tapholes,96,8
taphonomic,114,10
taphonomies,135,11
taphonomist,150,11
taphonomists,169,12
taphonomy,127,9
taphouse,105,8
taphouses,124,9
taping,67,6
tapioca,65,7
tapiocas,84,8
tapir,64,5
tapirs,83,6
tapis,65,5
tapises,89,7
tapped,62,6
tapper,76,6
tappers,95,7
tappet,78,6
tappets,97,7
tapping,83,7
tappings,102,8
taproom,98,7
taprooms,117,8
taproot,105,7
taproots,124,8
taps,56,4
tapster,99,7
tapsters,118,8
tar,39,3
taradiddle,78,10
taradiddles,97,11
tarama,54,6
taramas,73,7
tarantas,94,8
tarantases,118,10
tarantella,104,10
tarantellas,123,11
tarantism,115,9
tarantisms,134,10
tarantula,108,9
tarantulae,113,10
tarantulas,127,10
tarboosh,98,8
tarbooshes,122,10
tarbush,89,7
tarbushes,113,9
tardier,75,7
tardies,76,7
tardiest,96,8
tardigrade,87,10
tardigrades,106,11
tardily,89,7
tardiness,109,9
tardinesses,133,11
tardo,58,5
tardy,68,5
tardyon,97,7
tardyons,116,8
tare,44,4
tared,48,5
tares,63,5
targe,51,5
targes,70,6
target,71,6
targetable,91,10
targeted,80,8
targeting,101,9
targets,90,7
tariff,60,6
tariffed,69,8
tariffing,90,9
tariffs,79,7
taring,69,6
tarlatan,87,8
tarlatans,106,9
tarletan,91,8
tarletans,110,9
tarmac,56,6
tarmacadam,75,10
tarmacadams,94,11
tarmacs,75,7
tarn,53,4
tarnal,66,6
tarnally,103,8
tarnation,112,9
tarnations,131,10
tarnish,89,7
tarnishable,109,11
tarnished,98,9
tarnishes,113,9
tarnishing,119,10
tarns,72,5
taro,54,4
taroc,57,5
tarocs,76,6
tarok,65,5
taroks,84,6
taros,73,5
tarot,74,5
tarots,93,6
tarp,55,4
tarpan,70,6
tarpans,89,7
tarpaper,95,8
tarpapers,114,9
tarpaulin,112,9
tarpaulins,131,10
tarpon,84,6
tarpons,103,7
tarps,74,5
tarradiddle,96,11
tarradiddles,115,12
tarragon,94,8
tarragons,113,9
tarre,62,5
tarred,66,6
tarres,81,6
tarriance,89,9
tarriances,108,10
tarried,75,7
tarrier,89,7
tarriers,108,8
tarries,90,7
tarriest,110,8
tarring,87,7
tarry,82,5
tarrying,112,8
tars,58,4
tarsal,71,6
tarsals,90,7
tarsi,67,5
tarsia,68,6
tarsias,87,7
tarsier,90,7
tarsiers,109,8
tarsometatarsi,179,14
tarsometatarsus,210,15
tarsus,98,6
tart,59,4
tartan,74,6
tartana,75,7
tartanas,94,8
tartans,93,7
tartar,78,6
tartaric,90,8
tartars,97,7
tarted,68,6
tarter,82,6
tartest,103,7
tarting,89,7
tartish,95,7
tartlet,96,7
tartlets,115,8
tartly,96,6
tartness,116,8
tartnesses,140,10
tartrate,103,8
tartrates,122,9
tarts,78,5
tartufe,91,7
tartufes,110,8
tartuffe,97,8
tartuffes,116,9
tarty,84,5
tarweed,76,7
tarweeds,95,8
tarzan,80,6
tarzans,99,7
tas,40,3
task,51,4
tasked,60,6
tasking,81,7
taskmaster,127,10
taskmasters,146,11
taskmistress,173,12
taskmistresses,197,14
tasks,70,5
taskwork,118,8
taskworks,137,9
tass,59,4
tasse,64,5
tassel,76,6
tasseled,85,8
tasseling,106,9
tasselled,97,9
tasselling,118,10
tassels,95,7
tasses,83,6
tasset,84,6
tassets,103,7
tassie,73,6
tassies,92,7
tastable,80,8
taste,65,5
tasted,69,6
tasteful,104,8
tastefully,141,10
tastefulness,161,12
tastefulnesses,185,14
tasteless,120,9
tastelessly,157,11
tastelessness,177,13
tastelessnesses,201,15
tastemaker,113,10
tastemakers,132,11
taster,83,6
tasters,102,7
tastes,84,6
tastier,92,7
tastiest,113,8
tastily,106,7
tastiness,126,9
tastinesses,150,11
tasting,90,7
tasty,85,5
tat,41,3
tatami,64,6
tatamis,83,7
tatar,60,5
tatars,79,6
tate,46,4
tater,64,5
taters,83,6
tates,65,5
tatouay,103,7
tatouays,122,8
tats,60,4
tatted,70,6
tatter,84,6
tatterdemalion,157,14
tatterdemalions,176,15
tattered,93,8
tattering,114,9
tatters,103,7
tattersall,128,10
tattersalls,147,11
tattie,75,6
tattier,93,7
tatties,94,7
tattiest,114,8
tattily,107,7
tattiness,127,9
tattinesses,151,11
tatting,91,7
tattings,110,8
tattle,78,6
tattled,82,7
tattler,96,7
tattlers,115,8
tattles,97,7
tattletale,116,10
tattletales,135,11
tattling,103,8
tattoo,91,6
tattooed,100,8
tattooer,114,8
tattooers,133,9
tattooing,121,9
tattooist,139,9
tattooists,158,10
tattoos,110,7
tatty,86,5
tau,42,3
taught,77,6
taunt,76,5
taunted,85,7
taunter,99,7
taunters,118,8
taunting,106,8
tauntingly,143,10
taunts,95,6
taupe,63,5
taupes,82,6
taurine,88,7
taurines,107,8
taus,61,4
taut,62,4
tautaug,91,7
tautaugs,110,8
tauted,71,6
tauten,81,6
tautened,90,8
tautening,111,9
tautens,100,7
tauter,85,6
tautest,106,7
tauting,92,7
tautly,99,6
tautness,119,8
tautnesses,143,10
tautog,84,6
tautogs,103,7
tautological,136,12
tautologically,173,14
tautologies,144,11
tautologous,166,11
tautologously,203,13
tautology,136,9
tautomer,113,8
tautomeric,125,10
tautomerism,154,11
tautomerisms,173,12
tautomers,132,9
tautonym,129,8
tautonymies,162,11
tautonyms,148,9
tautonymy,154,9
tauts,81,5
tav,43,3
tavern,80,6
taverna,81,7
tavernas,100,8
taverner,103,8
taverners,122,9
taverns,99,7
tavs,62,4
taw,44,3
tawdrier,98,8
tawdries,99,8
tawdriest,119,9
tawdrily,112,8
tawdriness,132,10
tawdrinesses,156,12
tawdry,91,6
tawed,53,5
tawer,67,5
tawers,86,6
tawie,58,5
tawing,74,6
tawney,88,6
tawneys,107,7
tawnier,90,7
tawnies,91,7
tawniest,111,8
tawnily,104,7
tawniness,124,9
tawninesses,148,11
tawny,83,5
tawpie,74,6
tawpies,93,7
taws,63,4
tawse,68,5
tawsed,72,6
tawses,87,6
tawsing,93,7
tax,45,3
taxa,46,4
taxable,65,7
taxables,84,8
taxably,85,7
taxation,104,8
taxations,123,9
taxed,54,5
taxeme,68,6
taxemes,87,7
taxemic,75,7
taxer,68,5
taxers,87,6
taxes,69,5
taxi,54,4
taxicab,60,7
taxicabs,79,8
taxidermic,106,10
taxidermies,127,11
taxidermist,142,11
taxidermists,161,12
taxidermy,119,9
taxied,63,6
taxies,78,6
taxiing,84,7
taximan,82,7
taximen,86,7
taximeter,115,9
taximeters,134,10
taxing,75,6
taxingly,112,8
taxis,73,5
taxite,79,6
taxites,98,7
taxitic,86,7
taxiway,103,7
taxiways,122,8
taxless,100,7
taxman,73,6
taxmen,77,6
taxon,74,5
taxonomic,114,9
taxonomically,164,13
taxonomies,135,10
taxonomist,150,10
taxonomists,169,11
taxonomy,127,8
taxons,93,6
taxpaid,75,7
taxpayer,110,8
taxpayers,129,9
taxpaying,117,9
taxus,85,5
taxwise,101,7
taxying,100,7
tazza,74,5
tazzas,93,6
tazze,78,5
tchotchke,93,9
tchotchkes,112,10
tea,26,3
teaberries,102,10
teaberry,94,8
teaboard,66,8
teaboards,85,9
teabowl,78,7
teabowls,97,8
teabox,67,6
teaboxes,91,8
teacake,46,7
teacakes,65,8
teacart,68,7
teacarts,87,8
teach,37,5
teachable,57,9
teachableness,114,13
teachablenesses,138,15
teachably,77,9
teacher,60,7
teacherly,97,9
teachers,79,8
teaches,61,7
teaching,67,8
teachings,86,9
teacup,66,6
teacupful,105,9
teacupfuls,124,10
teacups,85,7
teacupsful,124,10
teahouse,94,8
teahouses,113,9
teak,37,4
teakettle,99,9
teakettles,118,10
teaks,56,5
teakwood,94,8
teakwoods,113,9
teal,38,4
tealike,63,7
teals,57,5
team,39,4
teamaker,74,8
teamakers,93,9
teamed,48,6
teaming,69,7
teammate,78,8
teammates,97,9
teams,58,5
teamster,101,8
teamsters,120,9
teamwork,106,8
teamworks,125,9
teapot,77,6
teapots,96,7
teapoy,82,6
teapoys,101,7
tear,44,4
tearable,64,8
tearaway,94,8
tearaways,113,9
teardown,100,8
teardowns,119,9
teardrop,97,8
teardrops,116,9
teared,53,6
tearer,67,6
tearers,86,7
tearful,83,7
tearfully,120,9
tearfulness,140,11
tearfulnesses,164,13
teargas,71,7
teargases,95,9
teargassed,99,10
teargasses,114,10
teargassing,120,11
tearier,76,7
teariest,97,8
tearily,90,7
tearing,74,7
tearjerker,111,10
tearjerkers,130,11
tearless,99,8
tearoom,87,7
tearooms,106,8
tears,63,5
tearstain,107,9
tearstained,116,11
tearstains,126,10
teary,69,5
teas,45,4
tease,50,5
teased,54,6
teasel,62,6
teaseled,71,8
teaseler,85,8
teaselers,104,9
teaseling,92,9
teaselled,83,9
teaselling,104,10
teasels,81,7
teaser,68,6
teasers,87,7
teases,69,6
teashop,84,7
teashops,103,8
teasing,75,7
teasingly,112,9
teaspoon,105,8
teaspoonful,144,11
teaspoonfuls,163,12
teaspoons,124,9
teaspoonsful,163,12
teat,46,4
teated,55,6
teatime,73,7
teatimes,92,8
teats,65,5
teaware,73,7
teawares,92,8
teazel,69,6
teazeled,78,8
teazeling,99,9
teazelled,90,9
teazelling,111,10
teazels,88,7
teazle,69,6
teazled,73,7
teazles,88,7
teazling,94,8
teched,45,6
techie,50,6
techier,68,7
techies,69,7
techiest,89,8
techily,82,7
technetium,118,10
technetiums,137,11
technetronic,134,12
technic,62,7
technical,75,9
technicalities,137,14
technicality,129,12
technicalization,169,16
technicalizations,188,17
technicalize,115,12
technicalized,119,13
technicalizes,134,13
technicalizing,140,14
technically,112,11
technicals,94,10
technician,86,10
technicians,105,11
technics,81,8
technique,102,9
techniques,121,10
technobabble,89,12
technobabbles,108,13
technocracies,123,13
technocracy,115,11
technocrat,107,10
technocratic,119,12
technocrats,126,11
technologic,111,11
technological,124,13
technologically,161,15
technologies,132,12
technologist,147,12
technologists,166,13
technologize,139,12
technologized,143,13
technologizes,158,13
technologizing,164,14
technology,124,10
technophile,115,11
technophiles,134,12
technophobe,111,11
technophobes,130,12
technophobia,116,12
technophobias,135,13
technophobic,118,12
technostructure,210,15
technostructures,229,16
techy,61,5
tecta,49,5
tectal,61,6
tectite,82,7
tectites,101,8
tectonic,89,8
tectonically,139,12
tectonics,108,9
tectonism,118,9
tectonisms,137,10
tectrices,102,9
tectrix,99,7
tectum,82,6
ted,29,3
tedded,42,6
tedder,56,6
tedders,75,7
teddies,66,7
tedding,63,7
teddy,58,5
tedious,93,7
tediously,130,9
tediousness,150,11
tediousnesses,174,13
tedium,72,6
tediums,91,7
teds,48,4
tee,30,3
teed,34,4
teeing,60,6
teel,42,4
teels,61,5
teem,43,4
teemed,52,6
teemer,66,6
teemers,85,7
teeming,73,7
teemingly,110,9
teemingness,130,11
teemingnesses,154,13
teems,62,5
teen,44,4
teenage,57,7
teenaged,61,8
teenager,75,8
teenagers,94,9
teener,67,6
teeners,86,7
teenful,83,7
teenier,76,7
teeniest,97,8
teens,63,5
teensier,95,8
teensiest,116,9
teensy,88,6
teentsier,115,9
teentsiest,136,10
teentsy,108,7
teeny,69,5
teenybop,102,8
teenybopper,141,11
teenyboppers,160,12
teepee,56,6
teepees,75,7
tees,49,4
teeter,73,6
teeterboard,113,11
teeterboards,132,12
teetered,82,8
teetering,103,9
teeters,92,7
teeth,58,5
teethe,63,6
teethed,67,7
teether,81,7
teethers,100,8
teethes,82,7
teething,88,8
teethings,107,9
teethridge,101,10
teethridges,120,11
teetotal,98,8
teetotaled,107,10
teetotaler,121,10
teetotalers,140,11
teetotaling,128,11
teetotalism,139,11
teetotalisms,158,12
teetotalist,146,11
teetotalists,165,12
teetotalled,119,11
teetotaller,133,11
teetotallers,152,12
teetotalling,140,12
teetotally,135,10
teetotals,117,9
teetotum,119,8
teetotums,138,9
teff,37,4
teffs,56,5
tefillin,87,8
teg,32,3
tegmen,64,6
tegmenta,85,8
tegmental,97,9
tegmentum,118,9
tegmina,69,7
tegminal,81,8
tegs,51,4
tegua,54,5
teguas,73,6
tegular,84,7
tegumen,85,7
tegument,105,8
teguments,124,9
tegumina,90,8
teiglach,65,8
teiid,47,5
teiids,66,6
teind,52,5
teinds,71,6
tektite,90,7
tektites,109,8
tektitic,97,8
tel,37,3
tela,38,4
telae,43,5
telamon,80,7
telamones,104,9
telangiectases,140,14
telangiectasia,126,14
telangiectasias,145,15
telangiectasis,144,14
telangiectatic,129,14
tele,42,4
telecast,85,8
telecasted,94,10
telecaster,108,10
telecasters,127,11
telecasting,115,11
telecasts,104,9
telecommunication,192,17
telecommunications,211,18
telecommute,132,11
telecommuted,136,12
telecommuter,150,12
telecommuters,169,13
telecommutes,151,12
telecommuting,157,13
teleconference,130,14
teleconferenced,134,15
teleconferences,149,15
teleconferencing,155,16
teleconferencings,174,17
telecourse,123,10
telecourses,142,11
teledu,67,6
teledus,86,7
telefacsimile,119,13
telefacsimiles,138,14
telefilm,82,8
telefilms,101,9
telega,50,6
telegas,69,7
telegenic,80,9
telegonies,111,10
telegony,103,8
telegram,81,8
telegrammed,103,11
telegramming,124,12
telegrams,100,9
telegraph,92,9
telegraphed,101,11
telegrapher,115,11
telegraphers,134,12
telegraphese,121,12
telegrapheses,140,13
telegraphic,104,11
telegraphically,154,15
telegraphies,125,12
telegraphing,122,12
telegraphist,140,12
telegraphists,159,13
telegraphs,111,10
telegraphy,117,10
telekineses,124,11
telekinesis,128,11
telekinetic,113,11
telekinetically,163,15
teleman,70,7
telemark,85,8
telemarketer,133,12
telemarketers,152,13
telemarketing,140,13
telemarketings,159,14
telemarks,104,9
telemen,74,7
telemeter,103,9
telemetered,112,11
telemetering,133,12
telemeters,122,10
telemetric,110,10
telemetrically,160,14
telemetries,131,11
telemetry,123,9
telencephala,102,12
telencephalic,113,13
telencephalon,130,13
telencephalons,149,14
teleologic,103,10
teleological,116,12
teleologically,153,14
teleologies,124,11
teleologist,139,11
teleologists,158,12
teleology,116,9
teleonomic,111,10
teleonomies,132,11
teleonomy,124,9
teleost,96,7
teleostean,116,10
teleosts,115,8
telepath,87,8
telepathic,99,10
telepathically,149,14
telepathies,120,11
telepaths,106,9
telepathy,112,9
telephone,100,9
telephoned,104,10
telephoner,118,10
telephoners,137,11
telephones,119,10
telephonic,107,10
telephonically,157,14
telephonies,128,11
telephoning,125,11
telephonist,143,11
telephonists,162,12
telephony,120,9
telephoto,116,9
telephotographies,199,17
telephotography,191,15
telephotos,135,10
teleplay,96,8
teleplays,115,9
teleport,111,8
teleportation,170,13
teleportations,189,14
teleported,120,10
teleporting,141,11
teleports,130,9
teleprinter,142,11
teleprinters,161,12
teleprocessing,167,14
teleprocessings,186,15
teleran,75,7
telerans,94,8
teles,61,5
telescope,100,9
telescoped,104,10
telescopes,119,10
telescopic,107,10
telescopically,157,14
telescoping,125,11
teleses,85,7
telesis,89,7
telestic,93,8
telestics,112,9
teletext,111,8
teletexts,130,9
telethon,99,8
telethons,118,9
teletypewriter,201,14
teletypewriters,220,15
teleutospore,171,12
teleutospores,190,13
televangelism,144,13
televangelisms,163,14
televangelist,151,13
televangelists,170,14
teleview,101,8
televiewed,110,10
televiewer,124,10
televiewers,143,11
televiewing,131,11
televiews,120,9
televise,97,8
televised,101,9
televises,116,9
televising,122,10
television,130,10
televisions,149,11
televisual,126,10
telex,66,5
telexed,75,7
telexes,90,7
telexing,96,8
telfer,66,6
telfered,75,8
telfering,96,9
telfers,85,7
telford,80,7
telfords,99,8
telia,47,5
telial,59,6
telic,49,5
telically,99,9
teliospore,134,10
teliospores,153,11
telium,80,6
tell,49,4
tellable,69,8
teller,72,6
tellers,91,7
tellies,82,7
telling,79,7
tellingly,116,9
tells,68,5
telltale,87,8
telltales,106,9
telluric,100,8
telluride,106,9
tellurides,125,10
tellurium,131,9
telluriums,150,10
tellurometer,164,12
tellurometers,183,13
telly,74,5
tellys,93,6
telocentric,124,11
telocentrics,143,12
teloi,61,5
telome,70,6
telomere,93,8
telomeres,112,9
telomes,89,7
telomic,77,7
telophase,101,9
telophases,120,10
telos,71,5
telotaxes,121,9
telotaxis,125,9
telpher,84,7
telphered,93,9
telphering,114,10
telphers,103,8
tels,56,4
telson,85,6
telsonic,97,8
telsons,104,7
temblor,85,7
temblores,109,9
temblors,104,8
temerarious,144,11
temerariously,181,13
temerariousness,201,15
temerariousnesses,225,17
temerities,123,10
temerity,115,8
temp,54,4
temped,63,6
tempeh,67,6
tempehs,86,7
temper,77,6
tempera,78,7
temperable,97,10
temperament,130,11
temperamental,143,13
temperamentally,180,15
temperaments,149,12
temperance,100,10
temperances,119,11
temperas,97,8
temperate,103,9
temperately,140,11
temperateness,160,13
temperatenesses,184,15
temperature,142,11
temperatures,161,12
tempered,86,8
temperer,100,8
temperers,119,9
tempering,107,9
tempers,96,7
tempest,98,7
tempested,107,9
tempesting,128,10
tempests,117,8
tempestuous,174,11
tempestuously,211,13
tempestuousness,231,15
tempestuousnesses,255,17
tempi,63,5
temping,84,7
templar,85,7
templars,104,8
template,92,8
templates,111,9
temple,71,6
templed,75,7
temples,90,7
templet,91,7
templets,110,8
tempo,69,5
temporal,100,8
temporalities,162,13
temporality,154,11
temporalize,140,11
temporalized,144,12
temporalizes,159,12
temporalizing,165,13
temporally,137,10
temporals,119,9
temporaries,139,11
temporarily,152,11
temporariness,172,13
temporarinesses,196,15
temporary,131,9
temporise,120,9
temporised,124,10
temporises,139,10
temporising,145,11
temporization,181,13
temporizations,200,14
temporize,127,9
temporized,131,10
temporizer,145,10
temporizers,164,11
temporizes,146,10
temporizing,152,11
temporomandibular,197,17
tempos,88,6
temps,73,5
tempt,74,5
temptable,94,9
temptation,133,10
temptations,152,11
tempted,83,7
tempter,97,7
tempters,116,8
tempting,104,8
temptingly,141,10
temptress,135,9
temptresses,159,11
tempts,93,6
tempura,94,7
tempuras,113,8
ten,39,3
tenabilities,125,12
tenability,117,10
tenable,59,7
tenableness,116,11
tenablenesses,140,13
tenably,79,7
tenace,48,6
tenaces,67,7
tenacious,107,9
tenaciously,144,11
tenaciousness,164,13
tenaciousnesses,188,15
tenacities,105,10
tenacity,97,8
tenacula,77,8
tenaculum,110,9
tenaculums,129,10
tenail,61,6
tenaille,78,8
tenailles,97,9
tenails,80,7
tenancies,90,9
tenancy,82,7
tenant,74,6
tenantable,94,10
tenanted,83,8
tenanting,104,9
tenantless,129,10
tenantries,125,10
tenantry,117,8
tenants,93,7
tench,50,5
tenches,74,7
tend,43,4
tendance,66,8
tendances,85,9
tended,52,6
tendence,70,8
tendences,89,9
tendencies,98,10
tendencious,129,11
tendency,90,8
tendentious,146,11
tendentiously,183,13
tendentiousness,203,15
tendentiousnesses,227,17
tender,66,6
tendered,75,8
tenderer,89,8
tenderers,108,9
tenderest,110,9
tenderfeet,102,10
tenderfoot,122,10
tenderfoots,141,11
tenderhearted,127,13
tenderheartedly,164,15
tenderheartedness,184,17
tenderheartednesses,208,19
tendering,96,9
tenderization,160,13
tenderizations,179,14
tenderize,106,9
tenderized,110,10
tenderizer,124,10
tenderizers,143,11
tenderizes,125,10
tenderizing,131,11
tenderloin,116,10
tenderloins,135,11
tenderly,103,8
tenderness,123,10
tendernesses,147,12
tenderometer,142,12
tenderometers,161,13
tenders,85,7
tending,73,7
tendinites,119,10
tendinitides,132,12
tendinitis,123,10
tendinitises,147,12
tendinous,121,9
tendon,72,6
tendonites,125,10
tendonitides,138,12
tendonitis,129,10
tendonitises,153,12
tendons,91,7
tendresse,109,9
tendresses,128,10
tendril,82,7
tendriled,91,9
tendrilled,103,10
tendrilous,137,10
tendrils,101,8
tends,62,5
tenebrae,70,8
tenebrific,91,10
tenebrionid,115,11
tenebrionids,134,12
tenebrious,128,10
tenebrism,105,9
tenebrisms,124,10
tenebrist,112,9
tenebrists,131,10
tenebrous,119,9
tenement,96,8
tenements,115,9
tenesmic,88,8
tenesmus,116,8
tenesmuses,140,10
tenet,64,5
tenets,83,6
tenfold,76,7
tenfolds,95,8
tenia,49,5
teniae,54,6
tenias,68,6
teniases,92,8
teniasis,96,8
tenner,76,6
tenners,95,7
tennies,86,7
tennis,81,6
tennises,105,8
tennist,101,7
tennists,120,8
tenon,68,5
tenoned,77,7
tenoner,91,7
tenoners,110,8
tenoning,98,8
tenons,87,6
tenor,72,5
tenorist,120,8
tenorists,139,9
tenorite,106,8
tenorites,125,9
tenors,91,6
tenosynovitis,206,13
tenosynovitises,230,15
tenotomies,135,10
tenotomy,127,8
tenour,93,6
tenours,112,7
tenpence,82,8
tenpences,101,9
tenpenny,113,8
tenpin,78,6
tenpins,97,7
tenpounder,132,10
tenpounders,151,11
tenrec,65,6
tenrecs,84,7
tens,58,4
tense,63,5
tensed,67,6
tensely,100,7
tenseness,120,9
tensenesses,144,11
tenser,81,6
tenses,82,6
tensest,102,7
tensible,86,8
tensibly,106,8
tensile,84,7
tensilities,141,11
tensility,133,9
tensing,88,7
tensiometer,143,11
tensiometers,162,12
tensiometric,150,12
tensiometries,171,13
tensiometry,163,11
tension,96,7
tensional,109,9
tensioned,105,9
tensioner,119,9
tensioners,138,10
tensioning,126,10
tensionless,151,11
tensions,115,8
tensities,120,9
tensity,112,7
tensive,94,7
tensor,91,6
tensors,110,7
tent,59,4
tentacle,80,8
tentacled,84,9
tentacles,99,9
tentacular,115,10
tentage,72,7
tentages,91,8
tentative,116,9
tentatively,153,11
tentativeness,173,13
tentativenesses,197,15
tentatives,135,10
tented,68,6
tenter,82,6
tentered,91,8
tenterhook,131,10
tenterhooks,150,11
tentering,112,9
tenters,101,7
tenth,67,5
tenthly,104,7
tenths,86,6
tentie,73,6
tentier,91,7
tentiest,112,8
tenting,89,7
tentless,114,8
tentlike,96,8
tents,78,5
tenty,84,5
tenues,84,6
tenuis,88,6
tenuities,122,9
tenuity,114,7
tenuous,115,7
tenuously,152,9
tenuousness,172,11
tenuousnesses,196,13
tenurable,98,9
tenure,83,6
tenured,87,7
tenures,102,7
tenurial,100,8
tenurially,137,10
tenuti,89,6
tenuto,95,6
tenutos,114,7
teocalli,77,8
teocallis,96,9
teopan,71,6
teopans,90,7
teosinte,107,8
teosintes,126,9
tepa,42,4
tepal,54,5
tepals,73,6
tepas,61,5
tepee,51,5
tepees,70,6
tepefied,70,8
tepefies,85,8
tepefy,77,6
tepefying,107,9
tephra,68,6
tephras,87,7
tephrite,101,8
tephrites,120,9
tepid,54,5
tepidities,116,10
tepidity,108,8
tepidly,91,7
tepidness,111,9
